0_0: A_granulata|evm.model.Super-Scaffold_100002.117_1
4_266: L_gigantea|XP_009058188.1
4_267: L_gigantea|XP_009058203.1
4_268: L_gigantea|XP_009058381.1
4_269: L_gigantea|XP_009058417.1
4_270: L_gigantea|XP_009058421.1
4_271: L_gigantea|XP_009058428.1
4_272: L_gigantea|XP_009058526.1
4_273: L_gigantea|XP_009058534.1
4_274: L_gigantea|XP_009058542.1
4_275: L_gigantea|XP_009058547.1
4_276: L_gigantea|XP_009058551.1
4_277: L_gigantea|XP_009058581.1
4_278: L_gigantea|XP_009058837.1
4_279: L_gigantea|XP_009059022.1
4_280: L_gigantea|XP_009059282.1
4_281: L_gigantea|XP_009059283.1
4_282: L_gigantea|XP_009059343.1
4_283: L_gigantea|XP_009060426.1
4_284: L_gigantea|XP_009060427.1
4_285: L_gigantea|XP_009060435.1
4_286: L_gigantea|XP_009060436.1
4_287: L_gigantea|XP_009060500.1
4_288: L_gigantea|XP_009060511.1
4_289: L_gigantea|XP_009060587.1
4_290: L_gigantea|XP_009060608.1
4_291: L_gigantea|XP_009060611.1
4_292: L_gigantea|XP_009060615.1
4_293: L_gigantea|XP_009060616.1
4_294: L_gigantea|XP_009060628.1
4_295: L_gigantea|XP_009060636.1
4_296: L_gigantea|XP_009060637.1
4_297: L_gigantea|XP_009060645.1
4_298: L_gigantea|XP_009060656.1
4_299: L_gigantea|XP_009060671.1
4_300: L_gigantea|XP_009060716.1
4_301: L_gigantea|XP_009060726.1
4_302: L_gigantea|XP_009060763.1
4_303: L_gigantea|XP_009060772.1
4_304: L_gigantea|XP_009060775.1
4_305: L_gigantea|XP_009060776.1
4_306: L_gigantea|XP_009060841.1
4_307: L_gigantea|XP_009060854.1
4_308: L_gigantea|XP_009061090.1
4_309: L_gigantea|XP_009061252.1
4_310: L_gigantea|XP_009061271.1
4_311: L_gigantea|XP_009061312.1
4_312: L_gigantea|XP_009061527.1
4_313: L_gigantea|XP_009061677.1
4_314: L_gigantea|XP_009061829.1
4_315: L_gigantea|XP_009061847.1
4_316: L_gigantea|XP_009061867.1
4_317: L_gigantea|XP_009061868.1
4_318: L_gigantea|XP_009061916.1
4_319: L_gigantea|XP_009062038.1
4_320: L_gigantea|XP_009062270.1
4_321: L_gigantea|XP_009062434.1
4_322: L_gigantea|XP_009062676.1
4_323: L_gigantea|XP_009062843.1
4_324: L_gigantea|XP_009063059.1
4_325: L_gigantea|XP_009063079.1
4_326: L_gigantea|XP_009063143.1
4_327: L_gigantea|XP_009063378.1
4_328: L_gigantea|XP_009063454.1
4_329: L_gigantea|XP_009063599.1
4_330: L_gigantea|XP_009063691.1
4_331: L_gigantea|XP_009063727.1
4_332: L_gigantea|XP_009063728.1
4_333: L_gigantea|XP_009063743.1
4_334: L_gigantea|XP_009063756.1
4_335: L_gigantea|XP_009063790.1
4_336: L_gigantea|XP_009063803.1
4_337: L_gigantea|XP_009063934.1
4_338: L_gigantea|XP_009064195.1
4_339: L_gigantea|XP_009064196.1
4_340: L_gigantea|XP_009064242.1
4_341: L_gigantea|XP_009064279.1
4_342: L_gigantea|XP_009064528.1
4_343: L_gigantea|XP_009064570.1
4_344: L_gigantea|XP_009064623.1
4_345: L_gigantea|XP_009064679.1
4_346: L_gigantea|XP_009064683.1
4_347: L_gigantea|XP_009065069.1
4_348: L_gigantea|XP_009065311.1
4_349: L_gigantea|XP_009065312.1
4_350: L_gigantea|XP_009065508.1
4_351: L_gigantea|XP_009065513.1
4_352: L_gigantea|XP_009065552.1
4_353: L_gigantea|XP_009065553.1
4_354: L_gigantea|XP_009065831.1
4_355: L_gigantea|XP_009065905.1
4_356: L_gigantea|XP_009065913.1
4_357: L_gigantea|XP_009066401.1
4_358: L_gigantea|XP_009066642.1
4_359: L_gigantea|XP_009066693.1
4_360: L_gigantea|XP_009066797.1
4_361: L_gigantea|XP_009067060.1
4_362: L_gigantea|XP_009067362.1
4_363: L_gigantea|XP_009045639.1
4_364: L_gigantea|XP_009053435.1
4_365: L_gigantea|XP_009053436.1
4_366: L_gigantea|XP_009053437.1
4_367: L_gigantea|XP_009057653.1
4_368: L_gigantea|XP_009058591.1
4_369: L_gigantea|XP_009059572.1
4_370: L_gigantea|XP_009059573.1
4_371: L_gigantea|XP_009061655.1
4_372: L_gigantea|XP_009061656.1
4_373: L_gigantea|XP_009061854.1
4_374: L_gigantea|XP_009065411.1
4_375: L_gigantea|XP_009044634.1
4_376: L_gigantea|XP_009065493.1
4_377: L_gigantea|XP_009061714.1
4_378: L_gigantea|XP_009061776.1
4_379: L_gigantea|XP_009061781.1
4_380: L_gigantea|XP_009046437.1
4_381: L_gigantea|XP_009046438.1
4_382: L_gigantea|XP_009046439.1
4_383: L_gigantea|XP_009046440.1
4_384: L_gigantea|XP_009046441.1
4_385: L_gigantea|XP_009046442.1
4_386: L_gigantea|XP_009046443.1
4_387: L_gigantea|XP_009046444.1
4_388: L_gigantea|XP_009046445.1
4_389: L_gigantea|XP_009046446.1
4_390: L_gigantea|XP_009046479.1
4_391: L_gigantea|XP_009052766.1
4_392: L_gigantea|XP_009055159.1
4_393: L_gigantea|XP_009055160.1
4_394: L_gigantea|XP_009063633.1
4_395: L_gigantea|XP_009065435.1
4_396: L_gigantea|XP_009065436.1
4_397: L_gigantea|XP_009065930.1
4_398: L_gigantea|XP_009065931.1
4_399: L_gigantea|XP_009044518.1
4_400: L_gigantea|XP_009044627.1
4_401: L_gigantea|XP_009046721.1
4_402: L_gigantea|XP_009046722.1
4_403: L_gigantea|XP_009046723.1
4_404: L_gigantea|XP_009051792.1
4_405: L_gigantea|XP_009053527.1
4_406: L_gigantea|XP_009053915.1
4_407: L_gigantea|XP_009055766.1
4_408: L_gigantea|XP_009057810.1
4_409: L_gigantea|XP_009058115.1
4_410: L_gigantea|XP_009058738.1
4_411: L_gigantea|XP_009059556.1
4_412: L_gigantea|XP_009064105.1
4_413: L_gigantea|XP_009064159.1
4_414: L_gigantea|XP_009047434.1
4_415: L_gigantea|XP_009049765.1
4_416: L_gigantea|XP_009052518.1
4_417: L_gigantea|XP_009044047.1
4_418: L_gigantea|XP_009066031.1
4_419: L_gigantea|XP_009054246.1
4_420: L_gigantea|XP_009061494.1
4_421: L_gigantea|XP_009044088.1
4_422: L_gigantea|XP_009047890.1
4_423: L_gigantea|XP_009050388.1
4_424: L_gigantea|XP_009053791.1
4_425: L_gigantea|XP_009054782.1
4_426: L_gigantea|XP_009056958.1
4_427: L_gigantea|XP_009057899.1
4_428: L_gigantea|XP_009059734.1
4_429: L_gigantea|XP_009062371.1
4_430: L_gigantea|XP_009063508.1
4_431: L_gigantea|XP_009046332.1
4_432: L_gigantea|XP_009046333.1
4_433: L_gigantea|XP_009046334.1
4_434: L_gigantea|XP_009047653.1
4_435: L_gigantea|XP_009051451.1
4_436: L_gigantea|XP_009051452.1
4_437: L_gigantea|XP_009054607.1
4_438: L_gigantea|XP_009057758.1
4_439: L_gigantea|XP_009059079.1
4_440: L_gigantea|XP_009045657.1
4_441: L_gigantea|XP_009053740.1
4_442: L_gigantea|XP_009056174.1
4_443: L_gigantea|XP_009061998.1
5_0: O_bimaculoides|XP_014787445.1
5_1: O_bimaculoides|XP_014778891.1
5_2: O_bimaculoides|XP_014789699.1
5_3: O_bimaculoides|XP_014789426.1
5_4: O_bimaculoides|XP_014788131.1
5_5: O_bimaculoides|XP_014790475.1
5_6: O_bimaculoides|XP_014772627.1
5_7: O_bimaculoides|XP_014784674.1
5_8: O_bimaculoides|XP_014787618.1
5_9: O_bimaculoides|XP_014773878.1
5_10: O_bimaculoides|XP_014769418.1
5_11: O_bimaculoides|XP_014777276.1
5_12: O_bimaculoides|XP_014772225.1
5_13: O_bimaculoides|XP_014776166.1
5_14: O_bimaculoides|XP_014785114.1
5_15: O_bimaculoides|XP_014773522.1
5_16: O_bimaculoides|XP_014772348.1
5_17: O_bimaculoides|XP_014788148.1
5_18: O_bimaculoides|XP_014773542.1
5_19: O_bimaculoides|XP_014775340.1
5_20: O_bimaculoides|XP_014783376.1
5_21: O_bimaculoides|XP_014767759.1
5_22: O_bimaculoides|XP_014774176.1
5_23: O_bimaculoides|XP_014772041.1
5_24: O_bimaculoides|XP_014785327.1
5_25: O_bimaculoides|XP_014770126.1
5_26: O_bimaculoides|XP_014783673.1
5_27: O_bimaculoides|XP_014790578.1
5_28: O_bimaculoides|XP_014773139.1
5_29: O_bimaculoides|XP_014776868.1
5_30: O_bimaculoides|XP_014790391.1
5_31: O_bimaculoides|XP_014778145.1
5_32: O_bimaculoides|XP_014779552.1
5_33: O_bimaculoides|XP_014775648.1
5_34: O_bimaculoides|XP_014783300.1
5_35: O_bimaculoides|XP_014774168.1
5_36: O_bimaculoides|XP_014785555.1
5_37: O_bimaculoides|XP_014789933.1
5_38: O_bimaculoides|XP_014776694.1
5_39: O_bimaculoides|XP_014790210.1
5_40: O_bimaculoides|XP_014772987.1
5_41: O_bimaculoides|XP_014776218.1
5_42: O_bimaculoides|XP_014783678.1
5_43: O_bimaculoides|XP_014772273.1
5_44: O_bimaculoides|XP_014778623.1
5_45: O_bimaculoides|XP_014771836.1
5_46: O_bimaculoides|XP_014789121.1
5_47: O_bimaculoides|XP_014772840.1
5_48: O_bimaculoides|XP_014789614.1
5_49: O_bimaculoides|XP_014767810.1
5_50: O_bimaculoides|XP_014767873.1
5_51: O_bimaculoides|XP_014768228.1
5_52: O_bimaculoides|XP_014769313.1
5_53: O_bimaculoides|XP_014770709.1
5_54: O_bimaculoides|XP_014772220.1
5_55: O_bimaculoides|XP_014773698.1
5_56: O_bimaculoides|XP_014777469.1
5_57: O_bimaculoides|XP_014778125.1
5_58: O_bimaculoides|XP_014778921.1
5_59: O_bimaculoides|XP_014779416.1
5_60: O_bimaculoides|XP_014782591.1
5_61: O_bimaculoides|XP_014783417.1
5_62: O_bimaculoides|XP_014783749.1
5_63: O_bimaculoides|XP_014785682.1
5_64: O_bimaculoides|XP_014788986.1
5_65: O_bimaculoides|XP_014789494.1
5_66: O_bimaculoides|XP_014790099.1
5_67: O_bimaculoides|XP_014791297.1
5_68: O_bimaculoides|XP_014767519.1
5_69: O_bimaculoides|XP_014767658.1
5_70: O_bimaculoides|XP_014768189.1
5_71: O_bimaculoides|XP_014768457.1
5_72: O_bimaculoides|XP_014768941.1
5_73: O_bimaculoides|XP_014768963.1
5_74: O_bimaculoides|XP_014768968.1
5_75: O_bimaculoides|XP_014768971.1
5_76: O_bimaculoides|XP_014769124.1
5_77: O_bimaculoides|XP_014769125.1
5_78: O_bimaculoides|XP_014769127.1
5_79: O_bimaculoides|XP_014769469.1
5_80: O_bimaculoides|XP_014769471.1
5_81: O_bimaculoides|XP_014769489.1
5_82: O_bimaculoides|XP_014769490.1
5_83: O_bimaculoides|XP_014769696.1
5_84: O_bimaculoides|XP_014769698.1
5_85: O_bimaculoides|XP_014769699.1
5_86: O_bimaculoides|XP_014769706.1
5_87: O_bimaculoides|XP_014769707.1
5_88: O_bimaculoides|XP_014769711.1
5_89: O_bimaculoides|XP_014769712.1
5_90: O_bimaculoides|XP_014769713.1
5_91: O_bimaculoides|XP_014769714.1
5_92: O_bimaculoides|XP_014769719.1
5_93: O_bimaculoides|XP_014769720.1
5_94: O_bimaculoides|XP_014769786.1
5_95: O_bimaculoides|XP_014769791.1
5_96: O_bimaculoides|XP_014769794.1
5_97: O_bimaculoides|XP_014769799.1
5_98: O_bimaculoides|XP_014769801.1
5_99: O_bimaculoides|XP_014771000.1
5_100: O_bimaculoides|XP_014771284.1
5_101: O_bimaculoides|XP_014771285.1
5_102: O_bimaculoides|XP_014771511.1
5_103: O_bimaculoides|XP_014772592.1
5_104: O_bimaculoides|XP_014772598.1
5_105: O_bimaculoides|XP_014772601.1
5_106: O_bimaculoides|XP_014772722.1
5_107: O_bimaculoides|XP_014773424.1
5_108: O_bimaculoides|XP_014773915.1
5_109: O_bimaculoides|XP_014774826.1
5_110: O_bimaculoides|XP_014775061.1
5_111: O_bimaculoides|XP_014775062.1
5_112: O_bimaculoides|XP_014775063.1
5_113: O_bimaculoides|XP_014775066.1
5_114: O_bimaculoides|XP_014775070.1
5_115: O_bimaculoides|XP_014775301.1
5_116: O_bimaculoides|XP_014775412.1
5_117: O_bimaculoides|XP_014775413.1
5_118: O_bimaculoides|XP_014775415.1
5_119: O_bimaculoides|XP_014775419.1
5_120: O_bimaculoides|XP_014775427.1
5_121: O_bimaculoides|XP_014775429.1
5_122: O_bimaculoides|XP_014776137.1
5_123: O_bimaculoides|XP_014776266.1
5_124: O_bimaculoides|XP_014776271.1
5_125: O_bimaculoides|XP_014776272.1
5_126: O_bimaculoides|XP_014776273.1
5_127: O_bimaculoides|XP_014776274.1
5_128: O_bimaculoides|XP_014776276.1
5_129: O_bimaculoides|XP_014776277.1
5_130: O_bimaculoides|XP_014776278.1
5_131: O_bimaculoides|XP_014776279.1
5_132: O_bimaculoides|XP_014776402.1
5_133: O_bimaculoides|XP_014776407.1
5_134: O_bimaculoides|XP_014777119.1
5_135: O_bimaculoides|XP_014777354.1
5_136: O_bimaculoides|XP_014777871.1
5_137: O_bimaculoides|XP_014777872.1
5_138: O_bimaculoides|XP_014777873.1
5_139: O_bimaculoides|XP_014777874.1
5_140: O_bimaculoides|XP_014777875.1
5_141: O_bimaculoides|XP_014777876.1
5_142: O_bimaculoides|XP_014777878.1
5_143: O_bimaculoides|XP_014777880.1
5_144: O_bimaculoides|XP_014778209.1
5_145: O_bimaculoides|XP_014778210.1
5_146: O_bimaculoides|XP_014778211.1
5_147: O_bimaculoides|XP_014778851.1
5_148: O_bimaculoides|XP_014779315.1
5_149: O_bimaculoides|XP_014780432.1
5_150: O_bimaculoides|XP_014780995.1
5_151: O_bimaculoides|XP_014780996.1
5_152: O_bimaculoides|XP_014781172.1
5_153: O_bimaculoides|XP_014781173.1
5_154: O_bimaculoides|XP_014781177.1
5_155: O_bimaculoides|XP_014781180.1
5_156: O_bimaculoides|XP_014781185.1
5_157: O_bimaculoides|XP_014781193.1
5_158: O_bimaculoides|XP_014781808.1
5_159: O_bimaculoides|XP_014781812.1
5_160: O_bimaculoides|XP_014782048.1
5_161: O_bimaculoides|XP_014782056.1
5_162: O_bimaculoides|XP_014782268.1
5_163: O_bimaculoides|XP_014782311.1
5_164: O_bimaculoides|XP_014782312.1
5_165: O_bimaculoides|XP_014782514.1
5_166: O_bimaculoides|XP_014782517.1
5_167: O_bimaculoides|XP_014782536.1
5_168: O_bimaculoides|XP_014782538.1
5_169: O_bimaculoides|XP_014782539.1
5_170: O_bimaculoides|XP_014782540.1
5_171: O_bimaculoides|XP_014782583.1
5_172: O_bimaculoides|XP_014782605.1
5_173: O_bimaculoides|XP_014782607.1
5_174: O_bimaculoides|XP_014782665.1
5_175: O_bimaculoides|XP_014782912.1
5_176: O_bimaculoides|XP_014782913.1
5_177: O_bimaculoides|XP_014782917.1
5_178: O_bimaculoides|XP_014783005.1
5_179: O_bimaculoides|XP_014783006.1
5_180: O_bimaculoides|XP_014783007.1
5_181: O_bimaculoides|XP_014783009.1
5_182: O_bimaculoides|XP_014783020.1
5_183: O_bimaculoides|XP_014783205.1
5_184: O_bimaculoides|XP_014783208.1
5_185: O_bimaculoides|XP_014783378.1
5_186: O_bimaculoides|XP_014783584.1
5_187: O_bimaculoides|XP_014783880.1
5_188: O_bimaculoides|XP_014783882.1
5_189: O_bimaculoides|XP_014783883.1
5_190: O_bimaculoides|XP_014783885.1
5_191: O_bimaculoides|XP_014783886.1
5_192: O_bimaculoides|XP_014783888.1
5_193: O_bimaculoides|XP_014783896.1
5_194: O_bimaculoides|XP_014783901.1
5_195: O_bimaculoides|XP_014784000.1
5_196: O_bimaculoides|XP_014784044.1
5_197: O_bimaculoides|XP_014784079.1
5_198: O_bimaculoides|XP_014784100.1
5_199: O_bimaculoides|XP_014784127.1
5_200: O_bimaculoides|XP_014784179.1
5_201: O_bimaculoides|XP_014784249.1
5_202: O_bimaculoides|XP_014784259.1
5_203: O_bimaculoides|XP_014784289.1
5_204: O_bimaculoides|XP_014784290.1
5_205: O_bimaculoides|XP_014784292.1
5_206: O_bimaculoides|XP_014784295.1
5_207: O_bimaculoides|XP_014784631.1
5_208: O_bimaculoides|XP_014784643.1
5_209: O_bimaculoides|XP_014784735.1
5_210: O_bimaculoides|XP_014784779.1
5_211: O_bimaculoides|XP_014784798.1
5_212: O_bimaculoides|XP_014784859.1
5_213: O_bimaculoides|XP_014784867.1
5_214: O_bimaculoides|XP_014784939.1
5_215: O_bimaculoides|XP_014784940.1
5_216: O_bimaculoides|XP_014785424.1
5_217: O_bimaculoides|XP_014785854.1
5_218: O_bimaculoides|XP_014787112.1
5_219: O_bimaculoides|XP_014787157.1
5_220: O_bimaculoides|XP_014787161.1
5_221: O_bimaculoides|XP_014787163.1
5_222: O_bimaculoides|XP_014787196.1
5_223: O_bimaculoides|XP_014787198.1
5_224: O_bimaculoides|XP_014787207.1
5_225: O_bimaculoides|XP_014787344.1
5_226: O_bimaculoides|XP_014787390.1
5_227: O_bimaculoides|XP_014787392.1
5_228: O_bimaculoides|XP_014787398.1
5_229: O_bimaculoides|XP_014787399.1
5_230: O_bimaculoides|XP_014787517.1
5_231: O_bimaculoides|XP_014787654.1
5_232: O_bimaculoides|XP_014787659.1
5_233: O_bimaculoides|XP_014788029.1
5_234: O_bimaculoides|XP_014788034.1
5_235: O_bimaculoides|XP_014788766.1
5_236: O_bimaculoides|XP_014788767.1
5_237: O_bimaculoides|XP_014789499.1
5_238: O_bimaculoides|XP_014789584.1
5_239: O_bimaculoides|XP_014789586.1
5_240: O_bimaculoides|XP_014789744.1
5_241: O_bimaculoides|XP_014789947.1
5_242: O_bimaculoides|XP_014789951.1
5_243: O_bimaculoides|XP_014789954.1
5_244: O_bimaculoides|XP_014789992.1
5_245: O_bimaculoides|XP_014790004.1
5_246: O_bimaculoides|XP_014790351.1
5_247: O_bimaculoides|XP_014790673.1
5_248: O_bimaculoides|XP_014790676.1
5_249: O_bimaculoides|XP_014790818.1
5_250: O_bimaculoides|XP_014790836.1
5_251: O_bimaculoides|XP_014790840.1
5_252: O_bimaculoides|XP_014790857.1
5_253: O_bimaculoides|XP_014790859.1
5_254: O_bimaculoides|XP_014791207.1
5_255: O_bimaculoides|XP_014767862.1
5_256: O_bimaculoides|XP_014769873.1
5_257: O_bimaculoides|XP_014776564.1
5_258: O_bimaculoides|XP_014780359.1
5_259: O_bimaculoides|XP_014780502.1
5_260: O_bimaculoides|XP_014781016.1
5_261: O_bimaculoides|XP_014789021.1
5_262: O_bimaculoides|XP_014768316.1
5_263: O_bimaculoides|XP_014768598.1
5_264: O_bimaculoides|XP_014769217.1
5_265: O_bimaculoides|XP_014771819.1
5_266: O_bimaculoides|XP_014778038.1
5_267: O_bimaculoides|XP_014782742.1
5_268: O_bimaculoides|XP_014790175.1
5_269: O_bimaculoides|XP_014767660.1
5_270: O_bimaculoides|XP_014768174.1
5_271: O_bimaculoides|XP_014768456.1
5_272: O_bimaculoides|XP_014768942.1
5_273: O_bimaculoides|XP_014768958.1
5_274: O_bimaculoides|XP_014768965.1
5_275: O_bimaculoides|XP_014769282.1
5_276: O_bimaculoides|XP_014769283.1
5_277: O_bimaculoides|XP_014769284.1
5_278: O_bimaculoides|XP_014769285.1
5_279: O_bimaculoides|XP_014769303.1
5_280: O_bimaculoides|XP_014769315.1
5_281: O_bimaculoides|XP_014769796.1
5_282: O_bimaculoides|XP_014769798.1
5_283: O_bimaculoides|XP_014770951.1
5_284: O_bimaculoides|XP_014770952.1
5_285: O_bimaculoides|XP_014772715.1
5_286: O_bimaculoides|XP_014772725.1
5_287: O_bimaculoides|XP_014772726.1
5_288: O_bimaculoides|XP_014772733.1
5_289: O_bimaculoides|XP_014772735.1
5_290: O_bimaculoides|XP_014772736.1
5_291: O_bimaculoides|XP_014772737.1
5_292: O_bimaculoides|XP_014772742.1
5_293: O_bimaculoides|XP_014772749.1
5_294: O_bimaculoides|XP_014772750.1
5_295: O_bimaculoides|XP_014773290.1
5_296: O_bimaculoides|XP_014773416.1
5_297: O_bimaculoides|XP_014773421.1
5_298: O_bimaculoides|XP_014773423.1
5_299: O_bimaculoides|XP_014773561.1
5_300: O_bimaculoides|XP_014773808.1
5_301: O_bimaculoides|XP_014773809.1
5_302: O_bimaculoides|XP_014773947.1
5_303: O_bimaculoides|XP_014774681.1
5_304: O_bimaculoides|XP_014774829.1
5_305: O_bimaculoides|XP_014775064.1
5_306: O_bimaculoides|XP_014775067.1
5_307: O_bimaculoides|XP_014776267.1
5_308: O_bimaculoides|XP_014776401.1
5_309: O_bimaculoides|XP_014776409.1
5_310: O_bimaculoides|XP_014778108.1
5_311: O_bimaculoides|XP_014778878.1
5_312: O_bimaculoides|XP_014778890.1
5_313: O_bimaculoides|XP_014779345.1
5_314: O_bimaculoides|XP_014779346.1
5_315: O_bimaculoides|XP_014780227.1
5_316: O_bimaculoides|XP_014780702.1
5_317: O_bimaculoides|XP_014780703.1
5_318: O_bimaculoides|XP_014780707.1
5_319: O_bimaculoides|XP_014781686.1
5_320: O_bimaculoides|XP_014781689.1
5_321: O_bimaculoides|XP_014781806.1
5_322: O_bimaculoides|XP_014781807.1
5_323: O_bimaculoides|XP_014781839.1
5_324: O_bimaculoides|XP_014782315.1
5_325: O_bimaculoides|XP_014782520.1
5_326: O_bimaculoides|XP_014782606.1
5_327: O_bimaculoides|XP_014782903.1
5_328: O_bimaculoides|XP_014783017.1
5_329: O_bimaculoides|XP_014783523.1
5_330: O_bimaculoides|XP_014783525.1
5_331: O_bimaculoides|XP_014783526.1
5_332: O_bimaculoides|XP_014783527.1
5_333: O_bimaculoides|XP_014783528.1
5_334: O_bimaculoides|XP_014783586.1
5_335: O_bimaculoides|XP_014784588.1
5_336: O_bimaculoides|XP_014784589.1
5_337: O_bimaculoides|XP_014785719.1
5_338: O_bimaculoides|XP_014785720.1
5_339: O_bimaculoides|XP_014787287.1
5_340: O_bimaculoides|XP_014787290.1
5_341: O_bimaculoides|XP_014787652.1
5_342: O_bimaculoides|XP_014787653.1
5_343: O_bimaculoides|XP_014789278.1
5_344: O_bimaculoides|XP_014789279.1
5_345: O_bimaculoides|XP_014789411.1
5_346: O_bimaculoides|XP_014789413.1
5_347: O_bimaculoides|XP_014789415.1
5_348: O_bimaculoides|XP_014789416.1
5_349: O_bimaculoides|XP_014789417.1
5_350: O_bimaculoides|XP_014789624.1
5_351: O_bimaculoides|XP_014789625.1
5_352: O_bimaculoides|XP_014789957.1
5_353: O_bimaculoides|XP_014789991.1
5_354: O_bimaculoides|XP_014789995.1
5_355: O_bimaculoides|XP_014790002.1
5_356: O_bimaculoides|XP_014790052.1
5_357: O_bimaculoides|XP_014790054.1
5_358: O_bimaculoides|XP_014790103.1
5_359: O_bimaculoides|XP_014790106.1
5_360: O_bimaculoides|XP_014790263.1
5_361: O_bimaculoides|XP_014790423.1
5_362: O_bimaculoides|XP_014790675.1
5_363: O_bimaculoides|XP_014791211.1
5_364: O_bimaculoides|XP_014774750.1
5_365: O_bimaculoides|XP_014789051.1
5_366: O_bimaculoides|XP_014774772.1
5_367: O_bimaculoides|XP_014768533.1
5_368: O_bimaculoides|XP_014773512.1
5_369: O_bimaculoides|XP_014783213.1
5_370: O_bimaculoides|XP_014787378.1
5_371: O_bimaculoides|XP_014788111.1
5_372: O_bimaculoides|XP_014790639.1
5_373: O_bimaculoides|XP_014790640.1
5_374: O_bimaculoides|XP_014790641.1
5_375: O_bimaculoides|XP_014772300.1
5_376: O_bimaculoides|XP_014773657.1
5_377: O_bimaculoides|XP_014774880.1
5_378: O_bimaculoides|XP_014780698.1
5_379: O_bimaculoides|XP_014781196.1
5_380: O_bimaculoides|XP_014770772.1
5_381: O_bimaculoides|XP_014770779.1
5_382: O_bimaculoides|XP_014780678.1
5_383: O_bimaculoides|XP_014782253.1
5_384: O_bimaculoides|XP_014783124.1
5_385: O_bimaculoides|XP_014784698.1
6_0: P_fucata|Pma_10014854
6_1: P_fucata|Pma_10012487
6_2: P_fucata|Pma_10016699
6_3: P_fucata|Pma_10004014
6_4: P_fucata|Pma_10008115
6_5: P_fucata|Pma_10025415
6_6: P_fucata|Pma_10031590
6_7: P_fucata|Pma_10019276
6_8: P_fucata|Pma_10004601
6_9: P_fucata|Pma_10001679
6_10: P_fucata|Pma_10026789
6_11: P_fucata|Pma_10032131
6_12: P_fucata|Pma_10016128
6_13: P_fucata|Pma_10028537
6_14: P_fucata|Pma_10007898
6_15: P_fucata|Pma_225.222
6_16: P_fucata|Pma_10017118
6_17: P_fucata|Pma_10009782
6_18: P_fucata|Pma_10020132
6_19: P_fucata|Pma_10002130
6_20: P_fucata|Pma_10008006
6_21: P_fucata|Pma_10030088
6_22: P_fucata|Pma_10002234
6_23: P_fucata|Pma_10027324
6_24: P_fucata|Pma_10023646
6_25: P_fucata|Pma_10023216
6_26: P_fucata|Pma_10003678
6_27: P_fucata|Pma_10020653
6_28: P_fucata|Pma_10006139
6_29: P_fucata|Pma_10021729
6_30: P_fucata|Pma_10014024
6_31: P_fucata|Pma_10029871
6_32: P_fucata|Pma_10029064
6_33: P_fucata|Pma_10017450
6_34: P_fucata|Pma_10015971
6_35: P_fucata|Pma_10013840
6_36: P_fucata|Pma_10014039
6_37: P_fucata|Pma_10022791
6_38: P_fucata|Pma_10022841
6_39: P_fucata|Pma_10032223
6_40: P_fucata|Pma_10006927
6_41: P_fucata|Pma_10026025
6_42: P_fucata|Pma_10001281
6_43: P_fucata|Pma_10008428
6_44: P_fucata|Pma_10031684
6_45: P_fucata|Pma_10022889
6_46: P_fucata|Pma_10017451
6_47: P_fucata|Pma_10015959
6_48: P_fucata|Pma_10013995
6_49: P_fucata|Pma_10007448
6_50: P_fucata|Pma_10016568
6_51: P_fucata|Pma_10023353
6_52: P_fucata|Pma_10003440
6_53: P_fucata|Pma_10023061
6_54: P_fucata|Pma_227.79
6_55: P_fucata|Pma_10006895
6_56: P_fucata|Pma_10005660
6_57: P_fucata|Pma_10011348
6_58: P_fucata|Pma_10018737
6_59: P_fucata|Pma_10022923
6_60: P_fucata|Pma_10026051
6_61: P_fucata|Pma_10027368
6_62: P_fucata|Pma_10031275
6_63: P_fucata|Pma_10004141
6_64: P_fucata|Pma_10016513
6_65: P_fucata|Pma_10029028
6_66: P_fucata|Pma_10031795
6_67: P_fucata|Pma_54.117
6_68: P_fucata|Pma_10000510
6_69: P_fucata|Pma_10008457
6_70: P_fucata|Pma_10015795
6_71: P_fucata|Pma_10013222
6_72: P_fucata|Pma_10026647
6_73: P_fucata|Pma_10009942
6_74: P_fucata|Pma_158.550
6_75: P_fucata|Pma_10016201
6_76: P_fucata|Pma_10028078
6_77: P_fucata|Pma_10030882
6_78: P_fucata|Pma_10005719
6_79: P_fucata|Pma_10009778
6_80: P_fucata|Pma_375.519
6_81: P_fucata|Pma_10004484
6_82: P_fucata|Pma_420.37
6_83: P_fucata|Pma_143.99
6_84: P_fucata|Pma_10032542
6_85: P_fucata|Pma_265.610
6_86: P_fucata|Pma_7.386
6_87: P_fucata|Pma_10003301
6_88: P_fucata|Pma_10016112
6_89: P_fucata|Pma_10009829
6_90: P_fucata|Pma_10000162
6_91: P_fucata|Pma_10026084
6_92: P_fucata|Pma_10026952
6_93: P_fucata|Pma_231.16
6_94: P_fucata|Pma_10014538
6_95: P_fucata|Pma_10026467
6_96: P_fucata|Pma_10026468
6_97: P_fucata|Pma_10029768
6_98: P_fucata|Pma_10031663
6_99: P_fucata|Pma_10031664
6_100: P_fucata|Pma_145.761
6_101: P_fucata|Pma_10002536
6_102: P_fucata|Pma_10002742
6_103: P_fucata|Pma_10003793
6_104: P_fucata|Pma_10004519
6_105: P_fucata|Pma_10004520
